id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
,#country+name,#country+iso3,#geo+lat,#geo+lon,,,#event+displacement_type,#total,#affected+displaced,#date+displacement,#date+displacement+start,#date+displacement+end,#date+year,,#event+name,,,#date+event+start,#date+event+end,,,#event+type,#event+subtype,,,,,,,,,#date+created,#description,#meta+url,#cause
159182,Yemen,YEM,14.90697,49.617519,"[14.90697, 49.617519]",Recommended figure,Disaster,total,7,2024-07-31,2024-07-01,2024-07-31,2024,26284,Yemen: Flood - Hadramawt - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Shihr District, Hadramaut Governorate, Yemen; Shihr District, Hadramaut Governorate, Yemen","14.90697, 49.617519; 14.90697, 49.617519",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.886744Z,"Yemen: 7 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), one household was displaced from Shihr District to Shihr District due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159181,Yemen,YEM,14.26245,43.6325,"[14.26245, 43.6325]",Recommended figure,Disaster,total,259,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Wusab as Safil, Dhamar Governorate, Yemen; Wusab as Safil, Dhamar Governorate, Yemen","14.26245, 43.6325; 14.26245, 43.6325",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.830058Z,"Yemen: 259 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 37 households were displaced from Wusab as Safil to Wusab as Safil due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159180,Yemen,YEM,14.301224999999999,43.7136005,"[14.301224999999999, 43.7136005]",Recommended figure,Disaster,total,7,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Wusab al Ali, Dhamar Governorate, Yemen; Wusab as Safil, Dhamar Governorate, Yemen","14.34, 43.794701; 14.26245, 43.6325",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2024-08-19T14:05:25.770149Z,"Yemen: 7 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), one household was displaced from Wusab as Safil to Wusab al Ali due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159179,Yemen,YEM,14.34,43.794701,"[14.34, 43.794701]",Recommended figure,Disaster,total,21,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Wusab al Ali, Dhamar Governorate, Yemen; Wusab al Ali, Dhamar Governorate, Yemen","14.34, 43.794701; 14.34, 43.794701",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.713021Z,"Yemen: 21 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 3 households were displaced from Wusab al Ali to Wusab al Ali due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159178,Yemen,YEM,14.65,43.933331,"[14.65, 43.933331]",Recommended figure,Disaster,total,14,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Otma, Dhamar Governorate, Yemen; Otma, Dhamar Governorate, Yemen","14.65, 43.933331; 14.65, 43.933331",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.643448Z,"Yemen: 14 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 2 households were displaced from Otma to Otma due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159177,Yemen,YEM,14.56667,44.0,"[14.56667, 44]",Recommended figure,Disaster,total,14,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Anis, Dhamar Governorate, Yemen; Anis, Dhamar Governorate, Yemen","14.56667, 44; 14.56667, 44",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.569759Z,"Yemen: 14 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 2 households were displaced from Anis to Anis due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159176,Yemen,YEM,14.77452,44.309078,"[14.77452, 44.309078]",Recommended figure,Disaster,total,7,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Jahran, Dhamar Governorate, Yemen; Jahran, Dhamar Governorate, Yemen","14.77452, 44.309078; 14.77452, 44.309078",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.512524Z,"Yemen: 7 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), one household was displaced from Jahran to Jahran due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159175,Yemen,YEM,14.8,43.950001,"[14.8, 43.950001]",Recommended figure,Disaster,total,49,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Jabal ash Sharq, Dhamar Governorate, Yemen; Jabal ash Sharq, Dhamar Governorate, Yemen","14.8, 43.950001; 14.8, 43.950001",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.442849Z,"Yemen: 49 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 7 households were displaced from Jabal ash Sharq to Jabal ash Sharq due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159174,Yemen,YEM,14.543,44.400059,"[14.543, 44.400059]",Recommended figure,Disaster,total,14,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Dhamar, Dhamar Governorate, Yemen; Dhamar, Dhamar Governorate, Yemen","14.543, 44.400059; 14.543, 44.400059",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.367517Z,"Yemen: 14 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 2 households were displaced from Dhamar to Dhamar due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159173,Yemen,YEM,14.85424,44.103249,"[14.85424, 44.103249]",Recommended figure,Disaster,total,105,2024-07-31,2024-07-01,2024-07-31,2024,26283,Yemen: Flood - Dhamar - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Dawran Anas, Dhamar Governorate, Yemen; Dawran Anas, Dhamar Governorate, Yemen","14.85424, 44.103249; 14.85424, 44.103249",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.292941Z,"Yemen: 105 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 15 households were displaced from Dawran Anas to Dawran Anas due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159172,Yemen,YEM,15.63692,43.988548,"[15.63692, 43.988548]",Recommended figure,Disaster,total,287,2024-07-31,2024-07-01,2024-07-31,2024,26282,Yemen: Flood - Amran - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Iyal Surayh, Amran Governorate, Yemen; Iyal Surayh, Amran Governorate, Yemen","15.63692, 43.988548; 15.63692, 43.988548",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.217646Z,"Yemen: 287 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 41 households were displaced from Iyal Surayh to Iyal Surayh due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159171,Yemen,YEM,15.66223,43.937359,"[15.66223, 43.937359]",Recommended figure,Disaster,total,1428,2024-07-31,2024-07-01,2024-07-31,2024,26282,Yemen: Flood - Amran - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Amran, Amran Governorate, Yemen; Amran, Amran Governorate, Yemen","15.66223, 43.937359; 15.66223, 43.937359",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.120389Z,"Yemen: 1,428 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 204 households were displaced from Amran to Amran due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159170,Yemen,YEM,15.33333,43.450001,"[15.33333, 43.450001]",Recommended figure,Disaster,total,21,2024-07-31,2024-07-01,2024-07-31,2024,26281,Yemen: Flood - Al Mahwit - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Hufash, Al Mahwit Governorate, Yemen; Hufash, Al Mahwit Governorate, Yemen","15.33333, 43.450001; 15.33333, 43.450001",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:25.061945Z,"Yemen: 21 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 3 households were displaced from Hufash to Hufash due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159169,Yemen,YEM,15.23333,43.433331,"[15.23333, 43.433331]",Recommended figure,Disaster,total,70,2024-07-31,2024-07-01,2024-07-31,2024,26281,Yemen: Flood - Al Mahwit - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Bani Sad, Al Mahwit Governorate, Yemen; Bani Sad, Al Mahwit Governorate, Yemen","15.23333, 43.433331; 15.23333, 43.433331",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:24.997067Z,"Yemen: 70 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 10 households were displaced from Bani Sad to Bani Sad due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159168,Yemen,YEM,15.45833,43.632011,"[15.45833, 43.632011]",Recommended figure,Disaster,total,42,2024-07-31,2024-07-01,2024-07-31,2024,26281,Yemen: Flood - Al Mahwit - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Ar Rujum, Al Mahwit Governorate, Yemen; Ar Rujum, Al Mahwit Governorate, Yemen","15.45833, 43.632011; 15.45833, 43.632011",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:24.933132Z,"Yemen: 42 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 6 households were displaced from Ar Rujum to Ar Rujum due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159167,Yemen,YEM,15.38715,43.566299,"[15.38715, 43.566299]",Recommended figure,Disaster,total,70,2024-07-31,2024-07-01,2024-07-31,2024,26281,Yemen: Flood - Al Mahwit - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Al Mahwit, Al Mahwit Governorate, Yemen; Al Mahwit, Al Mahwit Governorate, Yemen","15.38715, 43.566299; 15.38715, 43.566299",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:24.877365Z,"Yemen: 70 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 10 households were displaced from Al Mahwit to Al Mahwit due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159166,Yemen,YEM,15.38715,43.566299,"[15.38715, 43.566299]",Recommended figure,Disaster,total,231,2024-07-31,2024-07-01,2024-07-31,2024,26281,Yemen: Flood - Al Mahwit - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Al Mahwit, Al Mahwit Governorate, Yemen; Al Mahwit, Al Mahwit Governorate, Yemen","15.38715, 43.566299; 15.38715, 43.566299",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:24.807170Z,"Yemen: 231 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 33 households were displaced from Al Mahwit to Al Mahwit due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159165,Yemen,YEM,15.49772,43.368279,"[15.49772, 43.368279]",Recommended figure,Disaster,total,35,2024-07-31,2024-07-01,2024-07-31,2024,26281,Yemen: Flood - Al Mahwit - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Al Khabt, Al Mahwit Governorate, Yemen; Al Khabt, Al Mahwit Governorate, Yemen","15.49772, 43.368279; 15.49772, 43.368279",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:24.743866Z,"Yemen: 35 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 5 households were displaced from Al Khabt to Al Khabt due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159164,Yemen,YEM,16.62307,44.22546,"[16.62307, 44.22546]",Recommended figure,Disaster,total,63,2024-07-31,2024-07-01,2024-07-31,2024,26280,Yemen: Flood - Al Jawf - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Kharab al Marashi, Al Jawf Governorate, Yemen; Kharab al Marashi, Al Jawf Governorate, Yemen","16.62307, 44.22546; 16.62307, 44.22546",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:24.678373Z,"Yemen: 63 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 9 households were displaced from Kharab al Marashi to Kharab al Marashi due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
159163,Yemen,YEM,13.9317,43.483101,"[13.9317, 43.483101]",Recommended figure,Disaster,total,35,2024-07-31,2024-07-01,2024-07-31,2024,26279,Yemen: Flood - Al Hodeidah - 01/07/2024,,,2024-07-01,2024-07-31,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Hays, Al Hudaydah Governorate, Yemen; Hays, Al Hudaydah Governorate, Yemen","13.9317, 43.483101; 13.9317, 43.483101",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-08-19T14:05:21.947245Z,"Yemen: 35 displacements, 01 July - 31 July. According to UN Populations Fund (UNFPA), a total of 5 households were displaced from Hays to Hays due to flood between 01 July and 31 July.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
